id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,"""Location""",Type,Scheme Name
1660,Madhubani,Jhanjharpur,LAKHNAUR,LUAFA,48,UMRI,UMARI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1661,Madhubani,Jhanjharpur,LAKHNAUR,LUAFA,49,UMRI,UMARI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006535106)
1662,Madhubani,Jhanjharpur,LAKHNAUR,LUAFA,50,UMRI,UMARI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006535106)
1663,Madhubani,Jhanjharpur,LAKHNAUR,LUAFA,51,UMRI,UMARI,Shallow tubewell,Ground Water,Location,HandPump,RUNNING WS IN SCHOOL(0006534632)
1664,Madhubani,Jhanjharpur,LAKHNAUR,LUAFA,52,UMRI,UMARI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR(0006557363)
1665,Madhubani,Jhanjharpur,LAKHNAUR,LUAFA,53,UMRI,UMARI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
1666,Madhubani,Jhanjharpur,LAKHNAUR,LUAFA,54,UMRI,UMARI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 2(0006233328)
1667,Madhubani,Jhanjharpur,LAKHNAUR,LUAFA,55,UMRI,UMARI,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974478)
1668,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,1,AMARUPI,AMMA RUPI,Deep tubewell,Ground Water,Location,HandPump,Madan Choudhary(0000046073)
1669,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,2,AMARUPI,AMMA RUPI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR- 2(0005702908)
1670,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,3,AMARUPI,AMMA RUPI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498345)
1671,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,4,AMARUPI,AMMA RUPI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 2(0006233328)
1672,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,5,BIHARPUR,BIHAR PUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 4(0005615307)
1673,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,6,BIHARPUR,BIHAR PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1674,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,7,BIHARPUR,BIHAR PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1675,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,8,BIHARPUR,BIHAR PUR,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
1676,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,9,BIHARPUR,BIHAR PUR,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
1677,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,10,BIHARPUR,BIHAR PUR,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974188)
1678,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,11,BIHARPUR,BIHAR PUR,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD LAKHNUR(0005820378)
1679,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,12,MAIBI,MAIBI,Deep tubewell,Ground Water,Location,PWS,Mini Pipe Water Sapply Scheme Electric(0004914724)
1680,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,13,MAIBI,MAIBI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
1681,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,14,MAIBI,MAIBI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
1682,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,15,MAIBI,MAIBI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
1683,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,16,MAIBI,MAIBI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498345)
1684,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,17,MAIBI,MAIBI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498345)
1685,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,18,MAIBI,MAIBI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
1686,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,19,MAIBI,MAIBI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
1687,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,20,MAIBI,MAIBI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
1688,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,21,MAIBI,MAIBI,Deep tubewell,Ground Water,Location,HandPump,Spot Source (Ht) Scheme(0004690599)
1689,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,22,MAIBI,MAIBI,Deep tubewell,Ground Water,Location,HandPump,Sri Ayodhi Das(0000046214)
1690,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,23,MAIBI,MAIBI,Deep tubewell,Ground Water,Location,HandPump,Sri Shyam Mukhiya(0000046212)
1691,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,24,MAIBI,RAHI TOL,Deep tubewell,Ground Water,Location,HandPump,Jaghgir Momine(0000046069)
1692,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,25,MAIBI,RAHI TOL,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
1693,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,26,MAIBI,RAHI TOL,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 4(0005615307)
1694,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,27,MAIBI,RAHI TOL,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 4(0005615307)
1695,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,28,MAIBI,RAHI TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498345)
1696,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,29,MAIBI,RAHI TOL,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
1697,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,30,MAIBI,RAHI TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source (Ht) Scheme(0004690599)
1698,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,31,MAIBI,SITGAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1699,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,32,MAIBI,SITGAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1700,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,33,MAIBI,SITGAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006535106)
1701,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,34,MAIBI,SITGAHI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0001979749)
1702,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,35,MANMOHAN,MOU MOHAN,Deep tubewell,Ground Water,Location,HandPump,Mini Pipe Water Sapply Scheme Electric Madhubani(0005017362)
1703,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,36,MANMOHAN,MOU MOHAN,Deep tubewell,Ground Water,Location,PWS,Mini Pipe Water Sapply Scheme Electric(0004914739)
1704,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,37,MANMOHAN,MOU MOHAN,Deep tubewell,Ground Water,Location,PWS,Mini Pipe Water Sapply Scheme Electric(0004914739)
1705,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,38,MANMOHAN,MOU MOHAN,Deep tubewell,Ground Water,Location,PWS,Mini Pipe Water Sapply Scheme Electric(0004914739)
1706,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,39,MANMOHAN,MOU MOHAN,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 4(0005615307)
1707,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,40,MANMOHAN,MOU MOHAN,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Lakhnaur Block(0004563327)
1708,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,41,MANMOHAN,MOU MOHAN,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
1709,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,42,MANMOHAN,MOU MOHAN,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 2(0006233328)
1710,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,43,MANMOHAN,MOU MOHAN,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD LAKHNUR(0005820378)
1711,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,44,SONBARSA,SONBARSHA,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
1712,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,45,SONBARSA,SONBARSHA,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHN UR- 4(0005615307) n
1713,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,46,SONBARSA,SONBARSHA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1714,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,47,SONBARSA,SONBARSHA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1715,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,48,SONBARSA,SONBARSHA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1716,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,49,SONBARSA,SONBARSHA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
1717,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,50,SONBARSA,SONBARSHA,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 2(0006233328)
1718,Madhubani,Jhanjharpur,LAKHNAUR,MAIBI,51,SONBARSA,SONBARSHA,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974182)
1719,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,1,SAUGRAM,BRAHMAN TOL,Deep tubewell,Ground Water,Location,PWS,ARARIA SANGRAM RWSS(0006512024)
1720,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,2,SAUGRAM,BRAHMAN TOL,Deep tubewell,Ground Water,Location,HandPump,Jainagar Spot Source Scheme(0004740607)
1721,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,3,SAUGRAM,BRAHMAN TOL,Deep tubewell,Ground Water,Location,HandPump,Masumat Indra Davi(0000044555)
1722,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,4,SAUGRAM,BRAHMAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1723,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,5,SAUGRAM,BRAHMAN TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004044649)
1724,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,6,SAUGRAM,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Dukhi Ram(0000683995)
1725,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,7,SAUGRAM,CHAMAR TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006534780)
1726,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,8,SAUGRAM,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976135)
1727,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,9,SAUGRAM,CHEBULTIA,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976135)
1728,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,10,SAUGRAM,DOM TOL,Deep tubewell,Ground Water,Location,HandPump,Jainagar Spot Source Scheme(0004740607)
1729,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,11,SAUGRAM,DOM TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1730,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,12,SAUGRAM,DOM TOL,Deep tubewell,Ground Water,Location,HandPump,Roas Side Dom Ghar(0000683997)
1731,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,13,SAUGRAM,DOM TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004044665)
1732,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,14,SAUGRAM,DUSADH TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678036)
1733,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,15,SAUGRAM,HRARIA MUSAHARI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002679284)
1734,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,16,SAUGRAM,MAUAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1735,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,17,SAUGRAM,MAUAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1736,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,18,SAUGRAM,MAUAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1737,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,19,SAUGRAM,MAUAHI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678045)
1738,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,20,SAUGRAM,NROMA GOT,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002679278)
1739,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,21,SAUGRAM,SANGRAM CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
1740,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,22,SAUGRAM,SANGRAM CHAMAR TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563197)
1741,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,23,SAUGRAM,SAPAHA TOL,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1742,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,24,SAUGRAM,SAPAHA TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678053)
1743,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,25,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,Anganw adi T/Well Jhanjarpur(0004960032)
1744,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,26,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1745,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,27,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1746,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,28,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 3(0005659071)
1747,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,29,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 3(0005659071)
1748,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,30,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 3(0005659071)
1749,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,31,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 3(0005659071)
1750,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,32,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1751,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,33,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1752,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,34,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1753,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,35,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1754,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,36,SAUGRAM,SAUGRAM,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976135)
1755,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,37,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD JHANJHARPUR(0005820213)
1756,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,38,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD JHANJHARPUR(0005820213)
1757,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,39,SAUGRAM,SAUGRAM,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1758,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,40,SAUGRAM,TULAPAT GANJ,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 3(0005659071)
1759,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,41,SAUGRAM,TULAPAT GANJ,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1760,Madhubani,Jhanjharpur,JHANJHARPUR,SAUGRAM,42,SAUGRAM,TULAPAT GANJ,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976135)
1761,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,1,KHAJURA,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Bindeshw ar Ram(0000045316)
1762,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,2,KHAJURA,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Ful Chand Ram(0000045312)
1763,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,3,KHAJURA,KHAGURA,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
1764,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,4,KHAJURA,KHAGURA,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 1(0005549771)
1765,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,5,KHAJURA,KHAGURA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
1766,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,6,KHAJURA,KHAGURA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
1767,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,7,KHAJURA,KHAGURA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
1768,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,8,KHAJURA,KHAGURA,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 2(0006251898)
1769,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,9,KHAJURA,KHAGURA,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976871)
1770,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,10,KHAJURA,MALAH TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976871)
1771,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,11,PARSAD,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678546)
1772,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,12,PARSAD,CHAMAR TOL-II,Deep tubewell,Ground Water,Location,HandPump,Mushan Ram(0000045714)
1773,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,13,PARSAD,CHAMAR TOL-II,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678562)
1774,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,14,PARSAD,FATAKI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006535332)
1775,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,15,PARSAD,FATAKI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
1776,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,16,PARSAD,FATAKI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
1777,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,17,PARSAD,FATAKI,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976887)
1778,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,18,PARSAD,GODAM TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976887)
1779,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,19,PARSAD,INDRAPUR,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme(0007086682)
1780,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,20,PARSAD,INDRAPUR,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976887)
1781,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,21,PARSAD,KHACOI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
1782,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,22,PARSAD,KHACOI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
1783,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,23,PARSAD,KHACOI,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Madhepur Block(0004563455)
1784,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,24,PARSAD,KOILI MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 1(0005549771)
1785,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,25,PARSAD,KOILI MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 1(0006247284)
1786,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,26,PARSAD,KOILI MUSAHARI,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976887)
1787,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,27,PARSAD,KYOURI TOL,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 1(0005549771)
1788,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,28,PARSAD,KYOURI TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678573)
1789,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,29,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
1790,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,30,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
1791,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,31,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
1792,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,32,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
1793,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,33,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 1(0005549771)
1794,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,34,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 1(0005549771)
1795,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,35,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,MLC QOUTA MADHEPUR(0006388430)
1796,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,36,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,MLC QOUTA MADHEPUR(0006388430)
1797,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,37,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 1(0006247284)
1798,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,38,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 1(0006247284)
1799,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,39,PARSAD,PRASAD,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 2(0006251898)
1800,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,40,PARSAD,PRASAD,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976887)
1801,Madhubani,Jhanjharpur,MADHEPUR,PRASAD,41,PARSAD,YADAV TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678555)
1802,Madhubani,Jhanjharpur,JHANJHARPUR,SIMARA,1,MAHESPURA,HARIZAN TOL,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
1803,Madhubani,Jhanjharpur,JHANJHARPUR,SIMARA,2,MAHESPURA,HARIZAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1804,Madhubani,Jhanjharpur,JHANJHARPUR,SIMARA,3,MAHESPURA,HARIZAN TOL,Deep tubewell,Ground Water,Location,HandPump,Raj Kumar Pasw an(0000044396)
